sep=,
From: 2023-01-01,Store: googleplay,Cid: 190747,To: 2023-09-13,Ext_id: com.BanqueMisr.MobileBanking
Submission date,Publication date,AppID,AppName,Country,Review Language,Version,Author,Rating,Title,Review,Translated title,Translated review,Reply Date,Developer Reply,User,Tags,Categories,Updated,Semantic Tags,Semantic Categories,Semantic Sentiment,Notes,Likes,Dislikes,Link,Permalink,AF Link,Device Name,OS
2023-09-10T09:43:52,2023-09-12T10:43:00,com.BanqueMisr.MobileBanking,,sa,ar,,Ali Elhosseny,5,,جيد,,,2023-09-10T15:17:30,شكرا علي تقيمك و نتمني ان نكون علي مستوي توقعاتك,,,,2023-09-12T10:43:00,,,,,,,,https://appfollow.io/gp/2168/review/5528709773?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5528709773,,
2023-09-10T05:40:22,2023-09-11T10:37:50,com.BanqueMisr.MobileBanking,,sa,ar,,Hala Hamdy,1,,مش راضي يسجل دخول لا بالرقم القومي ولا برقم الحساب ولا اي حاجه كدا ف مشكله ؟ لازم اروح اقرب فرع يعني ولا اي ؟,,,2023-09-10T15:16:24,"يمكنكم طلب الأشتراك في خدمة الانترنت البنكى من خلال أقرب فرع وفى حالة انه تم الاشتراك ويوجد مشكلة فى التسجيل على الخدمة يمكنكم التواصل معانا من خلال Bm19888@banquemisr.com او الاتصال علي 19888 وذلك حفاظا علي سرية المعلومات الخاصة بك و لحل المشكلة التي تواجه
سيادتكم.",,,,2023-09-11T10:37:50,,,,,,,,https://appfollow.io/gp/2168/review/5527034138?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5527034138,,
2023-09-09T20:45:26,2023-09-11T10:37:50,com.BanqueMisr.MobileBanking,,sa,fa,,حمدي عبدالحميد,5,,ممتاز,,,2023-09-09T21:32:59,"سعداء لتقييمك الايجابي و بنتمني اننا نكون دايما عند حسن ظنك
",,,,2023-09-11T10:37:50,,,,,,,,https://appfollow.io/gp/2168/review/5527034139?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5527034139,,
2023-09-09T20:38:31,2023-09-11T10:37:50,com.BanqueMisr.MobileBanking,,sa,ar,,ahmed said,1,,البرنامج لايسمح بالتسجيل من الموبيل ولابد من الذهاب الى اقرب فرع عكس البنك الاهلى الذى يمكن التسجيل به لأول مرة دون الذهاب لاى فروع سئ جدا,,,2023-09-09T21:34:33,للأشتراك فى خدمة الانترنت والموبايل البنكى لاول مرة يجب التوقيع على طلب من خلال أقرب فرع ثم يتم التسجيل ذاتيا من خلال الخدمة ويمكنكم متابعة خطوات التسجيل من خلال الموقع الرسمي للبنك,,,,2023-09-11T10:37:50,,,,,,,,https://appfollow.io/gp/2168/review/5527034140?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5527034140,,
2023-09-09T19:41:32,2023-09-11T10:37:50,com.BanqueMisr.MobileBanking,,sa,ar,,Hassan Nour,5,,خدمه ممتازة وافضل بنك تحيا بنك مصر بنك كل المصرين شكرا,,,2023-09-09T21:32:24,"شكرا علي وقتك في كتابة التقييم , تقييمك مهم جدا عشان تقدر تستفاد بالخدمة بشكل أفضل
",,,,2023-09-11T10:37:50,,,,,,,,https://appfollow.io/gp/2168/review/5527034141?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5527034141,,
2023-09-09T16:07:12,2023-09-11T10:37:50,com.BanqueMisr.MobileBanking,,sa,ar,,المهندس شوقي سلامة - الهندسة الوصفية,5,,برنامج جيد جداً ينقصه بعض الإضافات التي تسهل وتسرع التعامل,,,2023-09-09T19:29:27,"شكرا علي وقتك في كتابة التقييم , تقييمك مهم جدا عشان تقدر تستفاد بالخدمة بشكل أفضل
",,,,2023-09-11T10:37:50,,,,,,,,https://appfollow.io/gp/2168/review/5527034142?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5527034142,,
2023-09-09T15:08:09,2023-09-11T10:37:51,com.BanqueMisr.MobileBanking,,sa,ar,,Shehab Sakr,5,,good,,,2023-09-09T15:33:09,"Thank you for taking the time to write this feedback, we are very pleased with your positive review
",,,,2023-09-11T10:37:51,,,,,,,,https://appfollow.io/gp/2168/review/5527034143?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5527034143,,
2023-09-09T15:03:31,2023-09-11T10:37:51,com.BanqueMisr.MobileBanking,,sa,ar,,Amir Melad,1,,سئ جدا والتحديث الجديد مابيشحنش المحفظه من الحساب اسوء برنامج واعطاله كتيره تانيه جدا تواصلت معاهم ولااي حل مع خدمه العملا حقيقي برنامج فاشل بعد التحديث,,,2023-09-08T20:16:22,"بنعتذر لحضرتك على المشكلة التي تواجه سيادتكم بالتطبيق ممكن تتواصل معانا علي Bm19888@banquemisr.com او الاتصال علي 19888 او التواصل على المحادثة الفورية من خلال الموقع الرسمي لبنك مصر وذلك حفاظا علي سرية المعلومات الخاصة بك وللتعرف على أسبابها والتأكد من عدم تكرارها مرة أخرى.
",,,,2023-09-11T10:37:51,,,,,,,,https://appfollow.io/gp/2168/review/5527034144?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5527034144,,
2023-09-09T12:06:34,2023-09-11T10:37:51,com.BanqueMisr.MobileBanking,,sa,fa,,Ahmad Elmedames,5,,ممتاز,,,2023-09-09T13:09:23,"سعداء لتقييمك الايجابي و بنتمني اننا نكون دايما عند حسن ظنك
",,,,2023-09-11T10:37:51,,,,,,,,https://appfollow.io/gp/2168/review/5527034145?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5527034145,,
2023-09-09T11:58:14,2023-09-11T10:37:51,com.BanqueMisr.MobileBanking,,sa,ar,,Mohamed TaherHafez,1,,كاتب المعلومات صح ويقولي غير صحيحة,,,2023-09-09T13:09:58,بنعتذر لحضرتك جدا و بناكد على حرصنا الدائم لتقديم أفضل خدمة لسيادتكم ممكن تتواصل معانا من خلال Bm19888@banquemisr.com او التواصل على المحادثة الفورية من خلال الموقع الرسمي لبنك مصر او الاتصال علي 19888 وذلك حفاظا علي سرية المعلومات الخاصة بك و لحل المشكلة التي تواجه سيادتكم.,,,,2023-09-11T10:37:51,,,,,,,,https://appfollow.io/gp/2168/review/5527034146?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5527034146,,
2023-09-09T10:43:03,2023-09-13T01:36:52,com.BanqueMisr.MobileBanking,,,en,2.2.0.21,Kirollos Shafik,5,,nice app,,,2023-09-09T13:10:30,"Thank you for taking the time to write this feedback, we are very pleased with your positive review
",,,,2023-09-13T01:36:52,,,,,0,0,,https://appfollow.io/gp/2168/review/5530564027?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5530564027,,
2023-09-09T10:17:01,2023-09-11T10:37:51,com.BanqueMisr.MobileBanking,,sa,ar,,Mohamed Osama,5,,بنك جميل جداً 💖🔥,,,2023-09-09T13:10:59,"شكرا علي وقتك في كتابة التقييم , تقييمك مهم جدا عشان تقدر تستفاد بالخدمة بشكل أفضل
",,,,2023-09-11T10:37:51,,,,,,,,https://appfollow.io/gp/2168/review/5527034147?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5527034147,,
2023-09-09T02:47:05,2023-09-10T10:38:31,com.BanqueMisr.MobileBanking,,sa,ar,,حازم فتحي,5,,ممتاز جدا جدا جدا ورائع انصح الكل بتنزيله,,,2023-09-09T09:40:14,"شكرا علي وقتك في كتابة التقييم , تقييمك مهم جدا عشان تقدر تستفاد بالخدمة بشكل أفضل
",,,,2023-09-10T10:38:31,,,,,,,,https://appfollow.io/gp/2168/review/5526320869?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5526320869,,
2023-09-08T23:41:31,2023-09-13T01:36:52,com.BanqueMisr.MobileBanking,,,en,,Mohamed Essam,5,,It's excellent,,,2023-09-09T09:47:48,"Thank you for taking the time to write this feedback, we are very pleased with your positive review
",,,,2023-09-13T01:36:52,,,,,0,0,,https://appfollow.io/gp/2168/review/5530564026?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5530564026,,
2023-09-08T23:01:28,2023-09-10T10:38:31,com.BanqueMisr.MobileBanking,,sa,fa,,Ayman Mohamed,5,,ممتاز جدا,,,2023-09-09T09:48:34,"سعداء لتقييمك الايجابي و بنتمني اننا نكون دايما عند حسن ظنك
",,,,2023-09-10T10:38:31,,,,,,,,https://appfollow.io/gp/2168/review/5526320870?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5526320870,,
2023-09-08T21:45:38,2023-09-10T10:38:31,com.BanqueMisr.MobileBanking,,sa,ar,,M 1,5,,اعلانكم بالتلفزيون بيقول ان اقدر اربط او ((افك شهادة)) (((وده غير صحيح ))) مش قادر افك الشهادة بيقول لازم مراجعة البنك الرجاء ادراج فك الشهادات في التطبيق للضرورة لانستطيع من خارج مصر فك القديمة وشراء جديدة,,,2023-07-29T11:52:24,يرجى العلم انه يمكنكم بالفعل شراء الشهادات من خلال خدمه الانترنت البنكى بصوره طبيعيه علما بانه متاح استرداد كلى للشهادات التاليه فقط من خلال الخدمه ( شهاده القمه كود630،الشهادة الثلاثية ذات العائد الربع السنوي المتغير،الشهادات الثلاثية ذات الشهري المتغير)مع العلم جارى اضافه خدمات اخرى للتطبيق,,,,2023-09-10T10:38:31,,,,,,,,https://appfollow.io/gp/2168/review/5451483718?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5451483718,,
2023-09-08T21:40:50,2023-09-10T10:38:31,com.BanqueMisr.MobileBanking,,sa,ar,,ابراهيم المنصورى,3,,عندي مشكله بشحن رصيد وبكتب رقم الكود صح بيجيلي ركز خطأ برضه والتطبيق اخر تحديث معايا,,,2023-09-09T10:00:54,بنعتذر لحضرتك جدا و بناكد على حرصنا الدائم لتقديم أفضل خدمة لسيادتكم ممكن تتواصل معانا من خلال Bm19888@banquemisr.com او التواصل على المحادثة الفورية من خلال الموقع الرسمي لبنك مصر او الاتصال علي 19888 وذلك حفاظا علي سرية المعلومات الخاصة بك و لحل المشكلة التي تواجه سيادتكم.,,,,2023-09-10T10:38:31,,,,,,,,https://appfollow.io/gp/2168/review/5526320871?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5526320871,,
2023-09-08T21:32:00,2023-09-10T10:38:31,com.BanqueMisr.MobileBanking,,sa,ar,,Asxx Aads,5,,جميل جدا وموفر للوقت,,,2023-09-09T10:01:55,"شكرا علي وقتك في كتابة التقييم , تقييمك مهم جدا عشان تقدر تستفاد بالخدمة بشكل أفضل
",,,,2023-09-10T10:38:31,,,,,,,,https://appfollow.io/gp/2168/review/5526320872?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5526320872,,
2023-09-08T16:03:05,2023-09-10T10:38:31,com.BanqueMisr.MobileBanking,,sa,ar,,أبو ياسين كار (أنجز مشوارك),5,,فى منتهى التعامل المحترم,,,2023-09-08T20:17:11,"شكرا علي وقتك في كتابة التقييم , تقييمك مهم جدا عشان تقدر تستفاد بالخدمة بشكل أفضل
",,,,2023-09-10T10:38:31,,,,,,,,https://appfollow.io/gp/2168/review/5526320874?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5526320874,,
2023-09-08T14:13:11,2023-09-10T10:38:31,com.BanqueMisr.MobileBanking,,sa,ar,,Shahira Abdo,5,,تطبيق رائع,,,2023-09-08T20:15:48,"سعداء لتقييمك الايجابي و بنتمني اننا نكون دايما عند حسن ظنك
",,,,2023-09-10T10:38:31,,,,,,,,https://appfollow.io/gp/2168/review/5526320876?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5526320876,,
2023-09-08T11:21:07,2023-09-10T10:38:31,com.BanqueMisr.MobileBanking,,sa,ar,,Sabry Sobhy,5,,👍👍,,,2023-09-08T20:15:16,شكرا علي تقيمك و نتمني ان نكون علي مستوي توقعاتك,,,,2023-09-10T10:38:31,,,,,,,,https://appfollow.io/gp/2168/review/5526320878?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5526320878,,
2023-09-08T09:17:40,2023-09-10T10:38:31,com.BanqueMisr.MobileBanking,,sa,fa,,محمد عبدالرزاق,5,,تطبيق ممتاز جده,,,2023-09-08T20:14:44,"سعداء لتقييمك الايجابي و بنتمني اننا نكون دايما عند حسن ظنك
",,,,2023-09-10T10:38:31,,,,,,,,https://appfollow.io/gp/2168/review/5526320880?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5526320880,,
2023-09-08T08:37:58,2023-09-10T10:38:31,com.BanqueMisr.MobileBanking,,sa,fa,,Mohamed Ahmed,5,,ممتاز,,,2023-09-08T20:13:37,شكرا علي تقيمك و نتمني ان نكون علي مستوي توقعاتك,,,,2023-09-10T10:38:31,,,,,,,,https://appfollow.io/gp/2168/review/5526320881?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5526320881,,
2023-09-08T05:22:01,2023-09-13T01:36:52,com.BanqueMisr.MobileBanking,,,en,2.2.0.22,Mohamed el refay,5,,"very nice app , best of banks in egypt so far",,,2023-09-08T07:12:02,"Thank you for taking the time to write this feedback, we are very pleased with your positive review
",,,,2023-09-13T01:36:52,,,,,0,0,,https://appfollow.io/gp/2168/review/5530564025?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5530564025,,
2023-09-07T22:52:13,2023-09-09T10:42:40,com.BanqueMisr.MobileBanking,,sa,ar,,Ahmed Gamal,4,,جيد جدا,,,2023-09-08T07:12:31,شكرا علي تقيمك و نتمني ان نكون علي مستوي توقعاتك,,,,2023-09-09T10:42:40,,,,,,,,https://appfollow.io/gp/2168/review/5525166823?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5525166823,,
2023-09-07T22:28:25,2023-09-09T10:42:40,com.BanqueMisr.MobileBanking,,sa,ar,,Ahmed Elsonbaty,5,,تطبيق جمل جدا,,,2023-09-08T07:12:57,"سعداء لتقييمك الايجابي و بنتمني اننا نكون دايما عند حسن ظنك
",,,,2023-09-09T10:42:40,,,,,,,,https://appfollow.io/gp/2168/review/5525166824?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5525166824,,
2023-09-07T22:20:50,2023-09-09T10:42:40,com.BanqueMisr.MobileBanking,,sa,en,,Zezyez@gmail.com Zezy,5,,perfect,,,2023-09-08T07:13:34,"Thank you for taking the time to write this feedback, we are very pleased with your positive review
",,,,2023-09-09T10:42:40,,,,,,,,https://appfollow.io/gp/2168/review/5525166825?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5525166825,,
2023-09-07T20:58:16,2023-09-13T01:36:52,com.BanqueMisr.MobileBanking,,,ar,2.2.0.22,Mahmoud Mostafa,5,,تصميم رائع و سهل و سلس و سريع,,,2023-09-08T07:13:56,"شكرا علي وقتك في كتابة التقييم , تقييمك مهم جدا عشان تقدر تستفاد بالخدمة بشكل أفضل
",,,,2023-09-13T01:36:52,,,,,0,0,,https://appfollow.io/gp/2168/review/5530564024?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5530564024,,
2023-09-07T19:11:28,2023-09-09T10:42:40,com.BanqueMisr.MobileBanking,,sa,ar,,العاب عصام وزياد,5,,خدمات مميزه,,,2023-09-08T07:14:27,"سعداء لتقييمك الايجابي و بنتمني اننا نكون دايما عند حسن ظنك
",,,,2023-09-09T10:42:40,,,,,,,,https://appfollow.io/gp/2168/review/5525166826?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5525166826,,
2023-09-07T14:35:12,2023-09-09T10:42:40,com.BanqueMisr.MobileBanking,,sa,ar,,هيثم عبدالله,5,,جيد جدا,,,2023-09-07T15:08:56,شكرا علي تقيمك و نتمني ان نكون علي مستوي توقعاتك,,,,2023-09-09T10:42:40,,,,,,,,https://appfollow.io/gp/2168/review/5525166827?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5525166827,,
2023-09-07T13:24:54,2023-09-09T10:42:40,com.BanqueMisr.MobileBanking,,sa,ar,,رانيا حماده سيد مرسي,5,,جميل جدا,,,2023-09-07T15:09:51,"سعداء لتقييمك الايجابي و بنتمني اننا نكون دايما عند حسن ظنك
",,,,2023-09-09T10:42:40,,,,,,,,https://appfollow.io/gp/2168/review/5525166828?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5525166828,,
2023-09-07T13:16:08,2023-09-09T10:42:40,com.BanqueMisr.MobileBanking,,sa,ar,,Ali,5,,التطبيق جيد جدا بامانه,,,2023-09-07T15:10:14,"شكرا علي وقتك في كتابة التقييم , تقييمك مهم جدا عشان تقدر تستفاد بالخدمة بشكل أفضل
",,,,2023-09-09T10:42:40,,,,,,,,https://appfollow.io/gp/2168/review/5525166829?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5525166829,,
2023-09-07T12:48:19,2023-09-09T10:42:40,com.BanqueMisr.MobileBanking,,sa,ar,,Hassan Huissan,5,,good,,,2023-09-07T15:10:50,"Thank you for taking the time to write this feedback, we are very pleased with your positive review
",,,,2023-09-09T10:42:40,,,,,,,,https://appfollow.io/gp/2168/review/5525166830?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5525166830,,
2023-09-07T07:49:47,2023-09-09T10:42:40,com.BanqueMisr.MobileBanking,,sa,ar,,Islam Khafaji,5,,ازاي اعرف معرفة رصيدي البنكي لو سمحت,,,2023-09-07T08:09:06,"في حالة إشتراك سيادتكم بالخدمة بالفعل فيمكنكم الإطلاع علي رصيد الحساب من خلال الدخول علي الخددمة ثم إختيار الحساب المطلوب الإستعلام عن رصيده ثم الدخول علي الحساب ويتم ظهور رصيد الحساب أعلي الصفحة , وفي حالة عدم الإشتراك فيتم الإشتراك عن طريق تقديم طلب من خلال أقرب فرع بنك مصر ( مع ضرورة توافر حساب قائم للإِشتراك ) .",,,,2023-09-09T10:42:40,,,,,,,,https://appfollow.io/gp/2168/review/5525166831?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5525166831,,
2023-09-07T07:47:32,2023-09-13T01:36:52,com.BanqueMisr.MobileBanking,,,ar,2.2.0.22,Mahmoud Zeed,5,,اسهل تطبيق اونلاين بنكى,,,2023-09-07T08:09:46,"شكرا علي وقتك في كتابة التقييم , تقييمك مهم جدا عشان تقدر تستفاد بالخدمة بشكل أفضل
",,,,2023-09-13T01:36:52,,,,,0,0,,https://appfollow.io/gp/2168/review/5530564023?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5530564023,,
2023-09-07T07:45:59,2023-09-09T10:42:40,com.BanqueMisr.MobileBanking,,sa,ar,,ابراهيم الدنجاوي,5,,حسن المعامله في فروع بنك مصر,,,2023-09-07T08:10:32,"سعداء لتقييمك الايجابي و بنتمني اننا نكون دايما عند حسن ظنك
",,,,2023-09-09T10:42:40,,,,,,,,https://appfollow.io/gp/2168/review/5525166832?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5525166832,,
2023-09-07T06:49:57,2023-09-13T01:36:52,com.BanqueMisr.MobileBanking,,,en,2.2.0.22,Omar Elgendy,3,,Good but money transfers are not good instapay is better,,,2023-09-07T07:44:43,"We will use your opinion to make better online banking experience, your satisfaction is our priority.
",,,,2023-09-13T01:36:52,,,,,0,0,,https://appfollow.io/gp/2168/review/5530564022?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5530564022,,
2023-09-07T03:48:40,2023-09-08T10:44:23,com.BanqueMisr.MobileBanking,,sa,ar,,عباد الرحمن,3,,التطبيق جميل ولكن ليس فيه خدمة دفع فواتير النت المنزلى adsl لكل الشركات مثل فودافون مثلا,,,2023-09-07T07:45:44,"شكرا علي اقتراحك و هنعمل علي تنفيذه عشان نوفرلك خدمة افضل و نكون علي مستوي التوقعات
",,,,2023-09-08T10:44:23,,,,,,,,https://appfollow.io/gp/2168/review/5523950902?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5523950902,,
2023-09-07T02:05:24,2023-09-08T10:44:23,com.BanqueMisr.MobileBanking,,sa,ar,,حماده يلعب,5,,ممتاذ,,,2023-09-07T07:46:45,"سعداء لتقييمك الايجابي و بنتمني اننا نكون دايما عند حسن ظنك
",,,,2023-09-08T10:44:23,,,,,,,,https://appfollow.io/gp/2168/review/5523950905?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5523950905,,
2023-09-06T22:42:34,2023-09-08T10:44:23,com.BanqueMisr.MobileBanking,,sa,ar,,mahmoud eltaweel,1,,كل ما اشترك يقولى ملكش حساب أساسا,,,2023-09-07T07:48:24,"يتم الاشتراك فى الخدمة اولا من خلال الفرع وفى حالة انه تم الاشتراك بالفعل فيرجى التواصل معانا من خلال Bm19888@banquemisr.com
او الاتصال علي 19888 وذلك حفاظا علي سرية المعلومات الخاصة بك و لحل المشكلة التي تواجه سيادتكم.",,,,2023-09-08T10:44:23,,,,,,,,https://appfollow.io/gp/2168/review/5523950908?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5523950908,,
2023-09-06T20:46:26,2023-09-08T10:44:23,com.BanqueMisr.MobileBanking,,sa,ar,,Ahmed Ali,5,,ده ابلكيشن محترم جدا وسريع جدا شكرا لقسم الاى تى بنك مصر,,,2023-09-07T07:49:14,"شكرا علي وقتك في كتابة التقييم , تقييمك مهم جدا عشان تقدر تستفاد بالخدمة بشكل أفضل
",,,,2023-09-08T10:44:23,,,,,,,,https://appfollow.io/gp/2168/review/5523950910?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5523950910,,
